# Renewables.ninja Solar PV (Point API) - 52.401; 13.059 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060;;;;;;;;;;;;;;;;;
# Units: time in UTC; local_time in Europe/Berlin; electricity in kW; irradiance_direct in kW/m²; irradiance_diffuse in kW/m²; temperature in ºC;;;;;;;;;;;;;
"# {""units"": {""time"": ""UTC""";" ""local_time"": ""Europe/Berlin""";" ""electricity"": ""kW""";" ""irradiance_direct"": ""kW/m\u00b2""";" ""irradiance_diffuse"": ""kW/m\u00b2""";" ""temperature"": ""\u00baC""}";" ""params"": {""local_time"": true";" ""header"": true";" ""lat"": ""52.4009309""";" ""lon"": ""13.0591397""";" ""date_from"": ""2015-01-01""";" ""date_to"": ""2015-12-31""";" ""dataset"": ""merra2""";" ""capacity"": ""10""";" ""system_loss"": ""0""";" ""tracking"": ""0""";" ""tilt"": ""35""";" ""azim"": ""180""";" ""raw"": true}}"
time;local_time;electricity;irradiance_direct;irradiance_diffuse;temperature;;;;;;;;;;;;;
21.10.2015 13:00;21.10.2015 15:00;4,281;0,323;0,115;10,541;;;;;;;;;;;;;
21.10.2015 14:00;21.10.2015 16:00;2,903;0,209;0,088;10,411;;;;;;;;;;;;;
21.10.2015 15:00;21.10.2015 17:00;0,558;0,029;0,039;8,746;;;;;;;;;;;;;
21.10.2015 16:00;21.10.2015 18:00;0;0;0,001;6,697;;;;;;;;;;;;;
21.10.2015 17:00;21.10.2015 19:00;0;0;0;5,977;;;;;;;;;;;;;
21.10.2015 18:00;21.10.2015 20:00;0;0;0;5,17;;;;;;;;;;;;;
21.10.2015 19:00;21.10.2015 21:00;0;0;0;4,768;;;;;;;;;;;;;
21.10.2015 20:00;21.10.2015 22:00;0;0;0;4,7;;;;;;;;;;;;;
21.10.2015 21:00;21.10.2015 23:00;0;0;0;5,31;;;;;;;;;;;;;
21.10.2015 22:00;22.10.2015 0:00;0;0;0;5,391;;;;;;;;;;;;;
21.10.2015 23:00;22.10.2015 1:00;0;0;0;5,299;;;;;;;;;;;;;
22.10.2015 0:00;22.10.2015 2:00;0;0;0;5,092;;;;;;;;;;;;;
22.10.2015 1:00;22.10.2015 3:00;0;0;0;4,932;;;;;;;;;;;;;
22.10.2015 2:00;22.10.2015 4:00;0;0;0;4,808;;;;;;;;;;;;;
22.10.2015 3:00;22.10.2015 5:00;0;0;0;4,728;;;;;;;;;;;;;
22.10.2015 4:00;22.10.2015 6:00;0;0;0;4,565;;;;;;;;;;;;;
22.10.2015 5:00;22.10.2015 7:00;0;0;0;4,414;;;;;;;;;;;;;
22.10.2015 6:00;22.10.2015 8:00;0,131;0,004;0,019;4,535;;;;;;;;;;;;;
22.10.2015 7:00;22.10.2015 9:00;0,794;0,018;0,071;5,561;;;;;;;;;;;;;
22.10.2015 8:00;22.10.2015 10:00;1,457;0,034;0,119;6,833;;;;;;;;;;;;;
22.10.2015 9:00;22.10.2015 11:00;1,749;0,036;0,146;8,464;;;;;;;;;;;;;
22.10.2015 10:00;22.10.2015 12:00;1,607;0,024;0,145;9,402;;;;;;;;;;;;;
22.10.2015 11:00;22.10.2015 13:00;1,425;0,017;0,135;9,827;;;;;;;;;;;;;
22.10.2015 12:00;22.10.2015 14:00;1,168;0,012;0,115;10,001;;;;;;;;;;;;;
22.10.2015 13:00;22.10.2015 15:00;0,653;0,005;0,073;9,908;;;;;;;;;;;;;
22.10.2015 14:00;22.10.2015 16:00;0,234;0,002;0,033;9,613;;;;;;;;;;;;;
22.10.2015 15:00;22.10.2015 17:00;0,02;0;0,008;9,356;;;;;;;;;;;;;
22.10.2015 16:00;22.10.2015 18:00;0;0;0;9,221;;;;;;;;;;;;;
22.10.2015 17:00;22.10.2015 19:00;0;0;0;9,291;;;;;;;;;;;;;
22.10.2015 18:00;22.10.2015 20:00;0;0;0;9,358;;;;;;;;;;;;;
22.10.2015 19:00;22.10.2015 21:00;0;0;0;9,423;;;;;;;;;;;;;
22.10.2015 20:00;22.10.2015 22:00;0;0;0;9,262;;;;;;;;;;;;;
22.10.2015 21:00;22.10.2015 23:00;0;0;0;8,489;;;;;;;;;;;;;
22.10.2015 22:00;23.10.2015 0:00;0;0;0;8,227;;;;;;;;;;;;;
22.10.2015 23:00;23.10.2015 1:00;0;0;0;8,193;;;;;;;;;;;;;
23.10.2015 0:00;23.10.2015 2:00;0;0;0;8,044;;;;;;;;;;;;;
23.10.2015 1:00;23.10.2015 3:00;0;0;0;7,62;;;;;;;;;;;;;
23.10.2015 2:00;23.10.2015 4:00;0;0;0;7,255;;;;;;;;;;;;;
23.10.2015 3:00;23.10.2015 5:00;0;0;0;7,002;;;;;;;;;;;;;
23.10.2015 4:00;23.10.2015 6:00;0;0;0;7,117;;;;;;;;;;;;;
23.10.2015 5:00;23.10.2015 7:00;0;0;0;7,213;;;;;;;;;;;;;
23.10.2015 6:00;23.10.2015 8:00;0,208;0,013;0,019;7,437;;;;;;;;;;;;;
23.10.2015 7:00;23.10.2015 9:00;1,068;0,048;0,069;8,253;;;;;;;;;;;;;
23.10.2015 8:00;23.10.2015 10:00;2,63;0,159;0,109;9,399;;;;;;;;;;;;;
23.10.2015 9:00;23.10.2015 11:00;5,648;0,501;0,088;10,94;;;;;;;;;;;;;
23.10.2015 10:00;23.10.2015 12:00;6,778;0,652;0,077;12,412;;;;;;;;;;;;;
23.10.2015 11:00;23.10.2015 13:00;6,833;0,662;0,078;13,347;;;;;;;;;;;;;
23.10.2015 12:00;23.10.2015 14:00;6,311;0,602;0,076;13,732;;;;;;;;;;;;;
23.10.2015 13:00;23.10.2015 15:00;5,189;0,475;0,071;13,706;;;;;;;;;;;;;
23.10.2015 14:00;23.10.2015 16:00;3,44;0,294;0,061;13,163;;;;;;;;;;;;;
23.10.2015 15:00;23.10.2015 17:00;1,331;0,112;0,032;10,959;;;;;;;;;;;;;
23.10.2015 16:00;23.10.2015 18:00;0;0;0;8,319;;;;;;;;;;;;;
23.10.2015 17:00;23.10.2015 19:00;0;0;0;7,583;;;;;;;;;;;;;
23.10.2015 18:00;23.10.2015 20:00;0;0;0;6,912;;;;;;;;;;;;;
23.10.2015 19:00;23.10.2015 21:00;0;0;0;6,223;;;;;;;;;;;;;
23.10.2015 20:00;23.10.2015 22:00;0;0;0;5,622;;;;;;;;;;;;;
23.10.2015 21:00;23.10.2015 23:00;0;0;0;5,188;;;;;;;;;;;;;
23.10.2015 22:00;24.10.2015 0:00;0;0;0;4,875;;;;;;;;;;;;;
23.10.2015 23:00;24.10.2015 1:00;0;0;0;4,479;;;;;;;;;;;;;
24.10.2015 0:00;24.10.2015 2:00;0;0;0;4,019;;;;;;;;;;;;;
24.10.2015 1:00;24.10.2015 3:00;0;0;0;3,712;;;;;;;;;;;;;
24.10.2015 2:00;24.10.2015 4:00;0;0;0;3,479;;;;;;;;;;;;;
24.10.2015 3:00;24.10.2015 5:00;0;0;0;3,432;;;;;;;;;;;;;
24.10.2015 4:00;24.10.2015 6:00;0;0;0;3,374;;;;;;;;;;;;;
24.10.2015 5:00;24.10.2015 7:00;0;0;0;3,417;;;;;;;;;;;;;
24.10.2015 6:00;24.10.2015 8:00;0,134;0,007;0,016;3,844;;;;;;;;;;;;;
24.10.2015 7:00;24.10.2015 9:00;0,925;0,035;0,067;5,168;;;;;;;;;;;;;
24.10.2015 8:00;24.10.2015 10:00;2,853;0,175;0,111;6,694;;;;;;;;;;;;;
24.10.2015 9:00;24.10.2015 11:00;5,383;0,451;0,103;8,992;;;;;;;;;;;;;
24.10.2015 10:00;24.10.2015 12:00;5,148;0,405;0,129;11,041;;;;;;;;;;;;;
24.10.2015 11:00;24.10.2015 13:00;4,445;0,311;0,149;12,101;;;;;;;;;;;;;
24.10.2015 12:00;24.10.2015 14:00;3,696;0,235;0,145;12,588;;;;;;;;;;;;;
24.10.2015 13:00;24.10.2015 15:00;3,008;0,188;0,122;12,818;;;;;;;;;;;;;
24.10.2015 14:00;24.10.2015 16:00;1,724;0,097;0,085;12,35;;;;;;;;;;;;;
24.10.2015 15:00;24.10.2015 17:00;0,591;0,039;0,032;9,966;;;;;;;;;;;;;
24.10.2015 16:00;24.10.2015 18:00;0;0;0;7,731;;;;;;;;;;;;;
24.10.2015 17:00;24.10.2015 19:00;0;0;0;6,877;;;;;;;;;;;;;
24.10.2015 18:00;24.10.2015 20:00;0;0;0;6,575;;;;;;;;;;;;;
24.10.2015 19:00;24.10.2015 21:00;0;0;0;6,569;;;;;;;;;;;;;
24.10.2015 20:00;24.10.2015 22:00;0;0;0;6,37;;;;;;;;;;;;;
24.10.2015 21:00;24.10.2015 23:00;0;0;0;6,199;;;;;;;;;;;;;
24.10.2015 22:00;25.10.2015 0:00;0;0;0;6,04;;;;;;;;;;;;;
24.10.2015 23:00;25.10.2015 1:00;0;0;0;5,844;;;;;;;;;;;;;
25.10.2015 0:00;25.10.2015 2:00;0;0;0;5,674;;;;;;;;;;;;;
25.10.2015 1:00;25.10.2015 2:00;0;0;0;5,785;;;;;;;;;;;;;
25.10.2015 2:00;25.10.2015 3:00;0;0;0;5,951;;;;;;;;;;;;;
25.10.2015 3:00;25.10.2015 4:00;0;0;0;6,072;;;;;;;;;;;;;
25.10.2015 4:00;25.10.2015 5:00;0;0;0;6,14;;;;;;;;;;;;;
25.10.2015 5:00;25.10.2015 6:00;0;0;0;6,217;;;;;;;;;;;;;
25.10.2015 6:00;25.10.2015 7:00;0,002;0;0,005;6,383;;;;;;;;;;;;;
25.10.2015 7:00;25.10.2015 8:00;0,256;0,003;0,034;6,974;;;;;;;;;;;;;
25.10.2015 8:00;25.10.2015 9:00;0,855;0,012;0,084;8,24;;;;;;;;;;;;;
25.10.2015 9:00;25.10.2015 10:00;1,837;0,047;0,144;9,866;;;;;;;;;;;;;
25.10.2015 10:00;25.10.2015 11:00;2,181;0,062;0,165;11,132;;;;;;;;;;;;;
25.10.2015 11:00;25.10.2015 12:00;2,025;0,052;0,16;11,66;;;;;;;;;;;;;
25.10.2015 12:00;25.10.2015 13:00;2,047;0,062;0,152;11,984;;;;;;;;;;;;;
25.10.2015 13:00;25.10.2015 14:00;2,51;0,126;0,134;12,215;;;;;;;;;;;;;
25.10.2015 14:00;25.10.2015 15:00;2,039;0,122;0,091;11,893;;;;;;;;;;;;;
25.10.2015 15:00;25.10.2015 16:00;0,341;0,018;0,028;9,673;;;;;;;;;;;;;
25.10.2015 16:00;25.10.2015 17:00;0;0;0;8,081;;;;;;;;;;;;;
25.10.2015 17:00;25.10.2015 18:00;0;0;0;7,683;;;;;;;;;;;;;
25.10.2015 18:00;25.10.2015 19:00;0;0;0;7,165;;;;;;;;;;;;;
25.10.2015 19:00;25.10.2015 20:00;0;0;0;6,779;;;;;;;;;;;;;
25.10.2015 20:00;25.10.2015 21:00;0;0;0;6,59;;;;;;;;;;;;;
25.10.2015 21:00;25.10.2015 22:00;0;0;0;6,01;;;;;;;;;;;;;
25.10.2015 22:00;25.10.2015 23:00;0;0;0;5,311;;;;;;;;;;;;;
25.10.2015 23:00;26.10.2015 0:00;0;0;0;4,602;;;;;;;;;;;;;
26.10.2015 0:00;26.10.2015 1:00;0;0;0;4,257;;;;;;;;;;;;;
26.10.2015 1:00;26.10.2015 2:00;0;0;0;4,275;;;;;;;;;;;;;
26.10.2015 2:00;26.10.2015 3:00;0;0;0;4,316;;;;;;;;;;;;;
26.10.2015 3:00;26.10.2015 4:00;0;0;0;4,322;;;;;;;;;;;;;
26.10.2015 4:00;26.10.2015 5:00;0;0;0;4,402;;;;;;;;;;;;;
26.10.2015 5:00;26.10.2015 6:00;0;0;0;4,611;;;;;;;;;;;;;
26.10.2015 6:00;26.10.2015 7:00;0,038;0,002;0,009;4,679;;;;;;;;;;;;;
26.10.2015 7:00;26.10.2015 8:00;0,485;0,011;0,049;5,092;;;;;;;;;;;;;
26.10.2015 8:00;26.10.2015 9:00;1,628;0,064;0,105;6,222;;;;;;;;;;;;;
26.10.2015 9:00;26.10.2015 10:00;5,002;0,404;0,106;8,377;;;;;;;;;;;;;
26.10.2015 10:00;26.10.2015 11:00;6,409;0,588;0,088;10,43;;;;;;;;;;;;;
26.10.2015 11:00;26.10.2015 12:00;6,598;0,62;0,084;11,742;;;;;;;;;;;;;
26.10.2015 12:00;26.10.2015 13:00;6,124;0,569;0,08;12,279;;;;;;;;;;;;;
26.10.2015 13:00;26.10.2015 14:00;5,011;0,448;0,074;12,292;;;;;;;;;;;;;
26.10.2015 14:00;26.10.2015 15:00;3,252;0,271;0,062;11,674;;;;;;;;;;;;;
26.10.2015 15:00;26.10.2015 16:00;1,026;0,086;0,028;8,931;;;;;;;;;;;;;
26.10.2015 16:00;26.10.2015 17:00;0;0;0;6,632;;;;;;;;;;;;;
26.10.2015 17:00;26.10.2015 18:00;0;0;0;6,199;;;;;;;;;;;;;
26.10.2015 18:00;26.10.2015 19:00;0;0;0;5,811;;;;;;;;;;;;;
26.10.2015 19:00;26.10.2015 20:00;0;0;0;5,27;;;;;;;;;;;;;
26.10.2015 20:00;26.10.2015 21:00;0;0;0;4,642;;;;;;;;;;;;;
26.10.2015 21:00;26.10.2015 22:00;0;0;0;4,094;;;;;;;;;;;;;
26.10.2015 22:00;26.10.2015 23:00;0;0;0;3,701;;;;;;;;;;;;;
26.10.2015 23:00;27.10.2015 0:00;0;0;0;3,319;;;;;;;;;;;;;
27.10.2015 0:00;27.10.2015 1:00;0;0;0;2,942;;;;;;;;;;;;;
27.10.2015 1:00;27.10.2015 2:00;0;0;0;2,607;;;;;;;;;;;;;
27.10.2015 2:00;27.10.2015 3:00;0;0;0;2,227;;;;;;;;;;;;;
27.10.2015 3:00;27.10.2015 4:00;0;0;0;2,028;;;;;;;;;;;;;
27.10.2015 4:00;27.10.2015 5:00;0;0;0;1,999;;;;;;;;;;;;;
27.10.2015 5:00;27.10.2015 6:00;0;0;0;2,084;;;;;;;;;;;;;
27.10.2015 6:00;27.10.2015 7:00;0,094;0,007;0,012;2,439;;;;;;;;;;;;;
27.10.2015 7:00;27.10.2015 8:00;1,391;0,081;0,064;3,852;;;;;;;;;;;;;
27.10.2015 8:00;27.10.2015 9:00;4,436;0,371;0,072;5,739;;;;;;;;;;;;;
27.10.2015 9:00;27.10.2015 10:00;5,865;0,53;0,075;8,322;;;;;;;;;;;;;
27.10.2015 10:00;27.10.2015 11:00;6,478;0,605;0,08;10,776;;;;;;;;;;;;;
27.10.2015 11:00;27.10.2015 12:00;6,479;0,61;0,082;12,34;;;;;;;;;;;;;
27.10.2015 12:00;27.10.2015 13:00;5,848;0,537;0,083;12,995;;;;;;;;;;;;;
27.10.2015 13:00;27.10.2015 14:00;4,65;0,407;0,078;13,212;;;;;;;;;;;;;
27.10.2015 14:00;27.10.2015 15:00;2,855;0,23;0,065;12,575;;;;;;;;;;;;;
27.10.2015 15:00;27.10.2015 16:00;0,762;0,062;0,026;9,761;;;;;;;;;;;;;
27.10.2015 16:00;27.10.2015 17:00;0;0;0;8,058;;;;;;;;;;;;;
27.10.2015 17:00;27.10.2015 18:00;0;0;0;7,972;;;;;;;;;;;;;
27.10.2015 18:00;27.10.2015 19:00;0;0;0;7,412;;;;;;;;;;;;;
27.10.2015 19:00;27.10.2015 20:00;0;0;0;6,619;;;;;;;;;;;;;
27.10.2015 20:00;27.10.2015 21:00;0;0;0;5,881;;;;;;;;;;;;;
27.10.2015 21:00;27.10.2015 22:00;0;0;0;5,223;;;;;;;;;;;;;
27.10.2015 22:00;27.10.2015 23:00;0;0;0;4,904;;;;;;;;;;;;;
27.10.2015 23:00;28.10.2015 0:00;0;0;0;4,801;;;;;;;;;;;;;
28.10.2015 0:00;28.10.2015 1:00;0;0;0;4,639;;;;;;;;;;;;;
28.10.2015 1:00;28.10.2015 2:00;0;0;0;4,359;;;;;;;;;;;;;
28.10.2015 2:00;28.10.2015 3:00;0;0;0;3,979;;;;;;;;;;;;;
28.10.2015 3:00;28.10.2015 4:00;0;0;0;3,674;;;;;;;;;;;;;
28.10.2015 4:00;28.10.2015 5:00;0;0;0;3,259;;;;;;;;;;;;;
28.10.2015 5:00;28.10.2015 6:00;0;0;0;2,624;;;;;;;;;;;;;
28.10.2015 6:00;28.10.2015 7:00;0,106;0,007;0,012;2,419;;;;;;;;;;;;;
28.10.2015 7:00;28.10.2015 8:00;0,743;0,025;0,059;3,214;;;;;;;;;;;;;
28.10.2015 8:00;28.10.2015 9:00;1,26;0,035;0,098;4,681;;;;;;;;;;;;;
28.10.2015 9:00;28.10.2015 10:00;2,046;0,071;0,138;6,633;;;;;;;;;;;;;
28.10.2015 10:00;28.10.2015 11:00;2,895;0,132;0,161;8,347;;;;;;;;;;;;;
28.10.2015 11:00;28.10.2015 12:00;3,698;0,218;0,158;9,767;;;;;;;;;;;;;
28.10.2015 12:00;28.10.2015 13:00;4,134;0,289;0,134;10,784;;;;;;;;;;;;;
28.10.2015 13:00;28.10.2015 14:00;3,777;0,283;0,104;11,274;;;;;;;;;;;;;
28.10.2015 14:00;28.10.2015 15:00;2,471;0,181;0,074;10,924;;;;;;;;;;;;;
28.10.2015 15:00;28.10.2015 16:00;0,59;0,045;0,026;8,305;;;;;;;;;;;;;
28.10.2015 16:00;28.10.2015 17:00;0;0;0;6,465;;;;;;;;;;;;;
28.10.2015 17:00;28.10.2015 18:00;0;0;0;6,067;;;;;;;;;;;;;
28.10.2015 18:00;28.10.2015 19:00;0;0;0;5,541;;;;;;;;;;;;;
28.10.2015 19:00;28.10.2015 20:00;0;0;0;4,999;;;;;;;;;;;;;
28.10.2015 20:00;28.10.2015 21:00;0;0;0;4,479;;;;;;;;;;;;;
28.10.2015 21:00;28.10.2015 22:00;0;0;0;4,154;;;;;;;;;;;;;
28.10.2015 22:00;28.10.2015 23:00;0;0;0;4,108;;;;;;;;;;;;;
28.10.2015 23:00;29.10.2015 0:00;0;0;0;4,255;;;;;;;;;;;;;
29.10.2015 0:00;29.10.2015 1:00;0;0;0;4,275;;;;;;;;;;;;;
29.10.2015 1:00;29.10.2015 2:00;0;0;0;4,126;;;;;;;;;;;;;
29.10.2015 2:00;29.10.2015 3:00;0;0;0;4,054;;;;;;;;;;;;;
29.10.2015 3:00;29.10.2015 4:00;0;0;0;4,009;;;;;;;;;;;;;
29.10.2015 4:00;29.10.2015 5:00;0;0;0;4,095;;;;;;;;;;;;;
29.10.2015 5:00;29.10.2015 6:00;0;0;0;3,943;;;;;;;;;;;;;
29.10.2015 6:00;29.10.2015 7:00;0,027;0,002;0,008;3,86;;;;;;;;;;;;;
29.10.2015 7:00;29.10.2015 8:00;0,443;0,009;0,046;4,356;;;;;;;;;;;;;
29.10.2015 8:00;29.10.2015 9:00;1,026;0,022;0,089;5,115;;;;;;;;;;;;;
29.10.2015 9:00;29.10.2015 10:00;1,722;0,048;0,13;6,333;;;;;;;;;;;;;
29.10.2015 10:00;29.10.2015 11:00;2,776;0,119;0,162;7,933;;;;;;;;;;;;;
29.10.2015 11:00;29.10.2015 12:00;3,702;0,214;0,16;9,089;;;;;;;;;;;;;
29.10.2015 12:00;29.10.2015 13:00;3,761;0,241;0,141;9,751;;;;;;;;;;;;;
29.10.2015 13:00;29.10.2015 14:00;3,373;0,23;0,113;10,137;;;;;;;;;;;;;
29.10.2015 14:00;29.10.2015 15:00;1,736;0,103;0,079;9,695;;;;;;;;;;;;;
29.10.2015 15:00;29.10.2015 16:00;0,322;0,021;0,023;7,826;;;;;;;;;;;;;
29.10.2015 16:00;29.10.2015 17:00;0;0;0;6,459;;;;;;;;;;;;;
29.10.2015 17:00;29.10.2015 18:00;0;0;0;5,823;;;;;;;;;;;;;
29.10.2015 18:00;29.10.2015 19:00;0;0;0;5,193;;;;;;;;;;;;;
29.10.2015 19:00;29.10.2015 20:00;0;0;0;5,014;;;;;;;;;;;;;
29.10.2015 20:00;29.10.2015 21:00;0;0;0;5,015;;;;;;;;;;;;;
29.10.2015 21:00;29.10.2015 22:00;0;0;0;5,156;;;;;;;;;;;;;
29.10.2015 22:00;29.10.2015 23:00;0;0;0;5,138;;;;;;;;;;;;;
29.10.2015 23:00;30.10.2015 0:00;0;0;0;5,063;;;;;;;;;;;;;
30.10.2015 0:00;30.10.2015 1:00;0;0;0;4,989;;;;;;;;;;;;;
30.10.2015 1:00;30.10.2015 2:00;0;0;0;4,98;;;;;;;;;;;;;
30.10.2015 2:00;30.10.2015 3:00;0;0;0;4,994;;;;;;;;;;;;;
30.10.2015 3:00;30.10.2015 4:00;0;0;0;5,007;;;;;;;;;;;;;
30.10.2015 4:00;30.10.2015 5:00;0;0;0;4,997;;;;;;;;;;;;;
30.10.2015 5:00;30.10.2015 6:00;0;0;0;4,938;;;;;;;;;;;;;
30.10.2015 6:00;30.10.2015 7:00;0;0;0,004;4,907;;;;;;;;;;;;;
30.10.2015 7:00;30.10.2015 8:00;0,239;0,003;0,032;5,259;;;;;;;;;;;;;
30.10.2015 8:00;30.10.2015 9:00;0,689;0,008;0,072;6,029;;;;;;;;;;;;;
30.10.2015 9:00;30.10.2015 10:00;1,201;0,018;0,111;6,951;;;;;;;;;;;;;
30.10.2015 10:00;30.10.2015 11:00;1,702;0,034;0,143;7,914;;;;;;;;;;;;;
30.10.2015 11:00;30.10.2015 12:00;2,032;0,053;0,157;8,864;;;;;;;;;;;;;
30.10.2015 12:00;30.10.2015 13:00;1,93;0,054;0,146;9,802;;;;;;;;;;;;;
30.10.2015 13:00;30.10.2015 14:00;1,199;0,026;0,104;10,013;;;;;;;;;;;;;
30.10.2015 14:00;30.10.2015 15:00;0,565;0,011;0,057;9,702;;;;;;;;;;;;;
30.10.2015 15:00;30.10.2015 16:00;0,074;0,003;0,014;8,533;;;;;;;;;;;;;
30.10.2015 16:00;30.10.2015 17:00;0;0;0;7,787;;;;;;;;;;;;;
30.10.2015 17:00;30.10.2015 18:00;0;0;0;7,755;;;;;;;;;;;;;
30.10.2015 18:00;30.10.2015 19:00;0;0;0;7,643;;;;;;;;;;;;;
30.10.2015 19:00;30.10.2015 20:00;0;0;0;7,29;;;;;;;;;;;;;
30.10.2015 20:00;30.10.2015 21:00;0;0;0;6,951;;;;;;;;;;;;;
30.10.2015 21:00;30.10.2015 22:00;0;0;0;6,656;;;;;;;;;;;;;
30.10.2015 22:00;30.10.2015 23:00;0;0;0;6,307;;;;;;;;;;;;;
30.10.2015 23:00;31.10.2015 0:00;0;0;0;5,517;;;;;;;;;;;;;
31.10.2015 0:00;31.10.2015 1:00;0;0;0;4,459;;;;;;;;;;;;;
31.10.2015 1:00;31.10.2015 2:00;0;0;0;4,349;;;;;;;;;;;;;
31.10.2015 2:00;31.10.2015 3:00;0;0;0;4,411;;;;;;;;;;;;;
31.10.2015 3:00;31.10.2015 4:00;0;0;0;4,494;;;;;;;;;;;;;
31.10.2015 4:00;31.10.2015 5:00;0;0;0;4,451;;;;;;;;;;;;;
31.10.2015 5:00;31.10.2015 6:00;0;0;0;4,646;;;;;;;;;;;;;
31.10.2015 6:00;31.10.2015 7:00;0,018;0,002;0,006;4,98;;;;;;;;;;;;;
31.10.2015 7:00;31.10.2015 8:00;0,423;0,011;0,042;5,671;;;;;;;;;;;;;
31.10.2015 8:00;31.10.2015 9:00;1,355;0,051;0,092;6,697;;;;;;;;;;;;;
31.10.2015 9:00;31.10.2015 10:00;4,758;0,385;0,1;9,007;;;;;;;;;;;;;
31.10.2015 10:00;31.10.2015 11:00;6,035;0,548;0,087;11,152;;;;;;;;;;;;;
31.10.2015 11:00;31.10.2015 12:00;6,256;0,584;0,083;12,737;;;;;;;;;;;;;
31.10.2015 12:00;31.10.2015 13:00;5,804;0,539;0,078;13,896;;;;;;;;;;;;;
31.10.2015 13:00;31.10.2015 14:00;4,684;0,42;0,071;14,31;;;;;;;;;;;;;
31.10.2015 14:00;31.10.2015 15:00;2,96;0,249;0,057;13,251;;;;;;;;;;;;;
31.10.2015 15:00;31.10.2015 16:00;0,637;0,057;0,02;10,399;;;;;;;;;;;;;
31.10.2015 16:00;31.10.2015 17:00;0;0;0;8,973;;;;;;;;;;;;;
31.10.2015 17:00;31.10.2015 18:00;0;0;0;8,608;;;;;;;;;;;;;
31.10.2015 18:00;31.10.2015 19:00;0;0;0;7,903;;;;;;;;;;;;;
31.10.2015 19:00;31.10.2015 20:00;0;0;0;7,064;;;;;;;;;;;;;
31.10.2015 20:00;31.10.2015 21:00;0;0;0;6,219;;;;;;;;;;;;;
31.10.2015 21:00;31.10.2015 22:00;0;0;0;5,507;;;;;;;;;;;;;
31.10.2015 22:00;31.10.2015 23:00;0;0;0;5,053;;;;;;;;;;;;;
31.10.2015 23:00;1.11.2015 0:00;0;0;0;4,675;;;;;;;;;;;;;
1.11.2015 0:00;1.11.2015 1:00;0;0;0;4,318;;;;;;;;;;;;;
1.11.2015 1:00;1.11.2015 2:00;0;0;0;3,925;;;;;;;;;;;;;
1.11.2015 2:00;1.11.2015 3:00;0;0;0;3,44;;;;;;;;;;;;;
1.11.2015 3:00;1.11.2015 4:00;0;0;0;3,001;;;;;;;;;;;;;
1.11.2015 4:00;1.11.2015 5:00;0;0;0;2,698;;;;;;;;;;;;;
1.11.2015 5:00;1.11.2015 6:00;0;0;0;2,538;;;;;;;;;;;;;
1.11.2015 6:00;1.11.2015 7:00;0,078;0,008;0,008;3,117;;;;;;;;;;;;;
1.11.2015 7:00;1.11.2015 8:00;0,737;0,033;0,05;4,383;;;;;;;;;;;;;
1.11.2015 8:00;1.11.2015 9:00;3,974;0,322;0,074;5,889;;;;;;;;;;;;;
1.11.2015 9:00;1.11.2015 10:00;5,315;0,462;0,082;8,22;;;;;;;;;;;;;
1.11.2015 10:00;1.11.2015 11:00;5,716;0,502;0,094;10,56;;;;;;;;;;;;;
1.11.2015 11:00;1.11.2015 12:00;5,428;0,464;0,104;11,94;;;;;;;;;;;;;
1.11.2015 12:00;1.11.2015 13:00;4,51;0,36;0,108;12,783;;;;;;;;;;;;;
1.11.2015 13:00;1.11.2015 14:00;3,184;0,23;0,099;13,068;;;;;;;;;;;;;
1.11.2015 14:00;1.11.2015 15:00;1,606;0,103;0,068;11,882;;;;;;;;;;;;;
1.11.2015 15:00;1.11.2015 16:00;0,276;0,022;0,018;10,254;;;;;;;;;;;;;
1.11.2015 16:00;1.11.2015 17:00;0;0;0;8,92;;;;;;;;;;;;;
1.11.2015 17:00;1.11.2015 18:00;0;0;0;7,758;;;;;;;;;;;;;
1.11.2015 18:00;1.11.2015 19:00;0;0;0;6,648;;;;;;;;;;;;;
1.11.2015 19:00;1.11.2015 20:00;0;0;0;5,935;;;;;;;;;;;;;
1.11.2015 20:00;1.11.2015 21:00;0;0;0;5,448;;;;;;;;;;;;;
1.11.2015 21:00;1.11.2015 22:00;0;0;0;4,989;;;;;;;;;;;;;
1.11.2015 22:00;1.11.2015 23:00;0;0;0;4,5;;;;;;;;;;;;;
1.11.2015 23:00;2.11.2015 0:00;0;0;0;4,011;;;;;;;;;;;;;
2.11.2015 0:00;2.11.2015 1:00;0;0;0;3,609;;;;;;;;;;;;;
2.11.2015 1:00;2.11.2015 2:00;0;0;0;3,396;;;;;;;;;;;;;
2.11.2015 2:00;2.11.2015 3:00;0;0;0;3,394;;;;;;;;;;;;;
2.11.2015 3:00;2.11.2015 4:00;0;0;0;3,271;;;;;;;;;;;;;
2.11.2015 4:00;2.11.2015 5:00;0;0;0;3,013;;;;;;;;;;;;;
2.11.2015 5:00;2.11.2015 6:00;0;0;0;2,809;;;;;;;;;;;;;
2.11.2015 6:00;2.11.2015 7:00;0,1;0,011;0,008;2,683;;;;;;;;;;;;;
2.11.2015 7:00;2.11.2015 8:00;1,087;0,064;0,053;4,294;;;;;;;;;;;;;
